id;recipe_id;step_number;step_description
655;141;2;Épluchez et émincez l'oignon. Versez-le dans la poele avec un peu d'huile d'olive. Ajoutez ensuite le poulet en morceaux et les champignons coupés. Faites-juste dorer la viande et enlevez les morceaux.
656;141;3;Ajoutez à ce moment la crème entière et le bouillon de légume émietté. Mélangez. Une fois que la crème s'est colorée, ajoutez le poulet sur feu doux t et terminez sa cuisson. Quand il est cuit à coeur, dressez les assiettes.
657;141;4;Versez la purée, puis le poulet et la crème de champignons sur le dessus. Un peu de persil et servez aussitot.
658;141;5;Pour une version végé, remplacez le poulet par des proteines de soja, tofu ou tempeh.
659;142;1;Dans le mixeur, versez les morceaux de chair de saumon frais. Mixez et ajoutez le jus de citron, l'aneth, le jus de citron, l'oeuf et les flocons d'avoine. Mixez de nouveau. Mettez de l'huile sur le creux de vos mains, et réalisez des boulettes de saumon. Reservez.
660;142;2;Couper la base des choux de Bruxelles et enlevez les feuilles trop abimées. Puis hachez-les au couteau. Versez-les dans un faitout avec de l'huile d'olive, de l'ail épluché et presssé, sur feu doux et mélangez régulièrement.
661;142;3;Ajoutez ensuite la crème de soja, le lait de coco et le bouillon de légumes émietté. Mélangez et laissez mijoter quelques minutes pour que la sauce réduise un peu. Versez la fondue dans un plat de service. Gardez les résidus de sauce.
662;142;4;Versez les boulettes de saumon et faites-les cuire dans le meme faitout en le bougeant constamment, afin qu'elles gardent leur forme. Versez-les ensuite sur la fondue et servez aussitot.
663;142;5;Il est possible de remplacer les choux de Bruxelles par du chou romasco ou du chou-fleur.
664;143;1;Dans un récipient versez l'oeuf avec le sel et l'huile d'olive. Mélangez et ajoutez l'eau tiède. Pétrissez la pate jusqu'à ce qu'elle soit souple et homogène. Filmez-la pour eviter la formation d'une croute et mettez-la au frais pendant 1h.
665;143;2;Hachez finement le poulet ou mixez-le. Épluchez et émincez l'oignon et ajoutez-le. Puis  coupez le fromage en petit morceaux et versez-le. Ajoutez un peu de sel et mélangez.
666;143;3;Saupoudrez de la farine sur le plan de travail, puis divisez la pate en 3 patons. Abaissez la pate sur une bande d'une epaisseur de 2-3 mm maximum. Versez quelques petits tas de garniture, humifiez la pate avec de l'eau autour, puis repliez la pate dessus. Avec un petit emporte-pièce ou verre découpez les ravioles et réalisez cette étape jusqu'à épuisement des préparations.
667;143;4;Faites bouillir de l'eau avec du sel, puis versez les ravioles et faites-les cuire pendant 7-8 minutes. Égouttez-les et dégustez-les nature avec un peu d'huile d'olive et du sel, avec de la sauce tomate, de la crème et du parmesan ou alors du pesto.
668;143;5;Il est possible d'ajouter d'autres garnitures comme du saumon, du boeuf ou meme du fromage.
669;144;1;Decoupez le poulet en morceaux et versez-le dans le mixeur avec l'huile de sésame, l'oignon épluché et émincé. MIxez et assaisonnez selon vos gouts avec du sel, curry et cumin. Mixez.
670;144;2;Faites chauffer une poele sur feu moyen. Mettez un peu d'huile sur le creu d'une main et de l'autre prenez une cuillère à soupe de préparation. Roulez la boulette et faites-les dorer. Reservez ensuite.
671;144;3;Coupez le choux kale en morceaux grossièrement en enlevant la tige. Puis coupez les champignons en morceaux. Faites-les revenir dans une poele avec un peu d'huile d'olive. Reservez?
672;144;4;Versez le lait de coco dans un faitout. Ajoutez ensuite la pate de curry, avec le bouillon de poule émietté. Fouettez.
673;144;5;Versez les nouilles chinoises. Une fois que celle-ci ne sont plsu rigides, ajoutez les légumes cuits et les boulet. Laissez mijoter 2-3 minutes. Assaisonnez en sel et servez aussitot.
674;144;6;Le lait de coco peut etre remplacé par du lait de soja ou d'avoine. Le poulet peut etre remplacé par de la chair de crevette.
675;145;1;Coupez le brocolis en bouquets et coupez les champignons en lamelles. Disposez vos légumes dans le panier vapeur et les filets de poulet dans un autres. Faites cuire le tout pendant 20 minutes.
676;145;2;Pendant ce temps épluchez et émincez l'oignon. Puis Faites-le cuire avec de l'huile d'olive. Ajoutez alors le brocolis et les champignons cuits. Et ajoutez le poulet éffiloché à l'aide de 2 fourchettes.
677;145;3;Mélangez le tout et ajoutez la moitié de la crème de soja et des morceaux de reblochon. Mélangez et laissez mijoter sur feu doux pendant quelques minutes. Ensuite faites refroidir complètement la farce.
678;145;4;Garnissez alors à l'aide d'une cuillère ou à la main vos cannellonis et disposez-les dans un plat à gratin huilé. Recrouvrez du reste de crème de soja et coupez le reste de reblochon que vous disposerez sur le dessus des cannellonis. Puis enfournez le tout à 200°C pendant 40 minutes.
679;145;5;Si vous ne souhaitez pas vous embeter, il est possible de faire cette recette sous forme de lasagne en disposant une couche de farce, puis une pate à lasagne et ainsi de suite jusqu'à épuisement.
680;146;1;Lavez et coupez le poireau en morceaux. Faites de meme avec vos champignons que vous couperez en fins morceaux. Ensuite faites cuire vos légumes à la vapeur pendant 20 minutes.
681;146;2;Ensuite épluchez et émincez l'oignon. Et faites-le revenir dans une poele avec de l'huile d'olive et les morceaux de filets de poulet. Mélangez. Une fois que tout est cuit, ajoutez les legumes cuits à la vapeur.
682;146;3;Une fois que l'eau est evaporée, ajoutez les morceaux de reblochon. Mélangez et faites fondre le fromage. Reservez.
683;146;4;Dans un récipient versez les oeufs et l'huile d'olive. Mélangez. Ajoutez ensuite la farine et mélangez de nouveau.
684;146;5;Versez le lait en deux fois et fouettez bien entre chaque ajout. Assaisonnez selon vos gouts avec le sel et le mélange des 4 épices.
685;146;6;Versez une louche sur une crepière bien huilé et faites-cuire vos crepe comme d'habitude jusqu'à épuisement de la préparation. Puis versez-les à plat sur une assiette.
686;146;7;Versez la garniture au centre et repliez la crepe dessus. Puis faites-la cuire de nouveau pliée, pour figer un peu les plis et servez aussitot.
687;146;8;N'hésitez pas à mixez un peu différents ingrédients comme d'autres fromages (chèvre, Beaufort, Brie, Roquefort) ou d'autres légumes (choux fleur, kale, choux de Bruxelles).
688;147;1;Versez la levure dans 50 ml de lait d'amande et laissez-la s'activer pendant 5 minutes. Mélangez puis ajoutez la farine, le yaourt, le sel, l'huile et le reste de lait. Mélangez et pétrissez la pate jusqu'à ce qu'elle soit souple et homogène. 
689;147;2;Ajoutez un peu d'huile d'olive dessus, couvrez et mettez-la dans le four éteint à l'abris des courants d'air pendant 1h30 environ.
690;147;3;Pendant ce temps, enlevez la peau de la truite et reservez. Lavez, égouttez et faites revenir les epinards avec un peu d'huile d'olive. Une fois ramollis, ajoutez la truite coupée en morceaux. 
691;147;4;Le poisson une fois blanchit, ajoutez le fromage cooupé en morceaux. Et faites chauffer sur feu doux. Il ne doit pas fondre complètement, gardez quelques morceaux pour avoir plus de gout et saupoudrez de sel.
692;147;5;Dégazer la pate et divisez-la en 10 patons. Saupoudrez de farine et abaissez un paton avec un rouleau à patisserie en forme de rond de pate avec une fine apaisseur. Ensuite repliez 2 bords opposés vers le centre en laissant de l'espace entre chaque. Vous aurez ainsi comme un grand rectangle de pate.
693;147;6;Au centre versez la farce et repliez comme un portefeuille. Pincez les bords, badigeonnez d'huile d'olive et faites-les cuire dans une poele recto verso.
694;147;7;Sur le meme modèle, vous pouvez mettre du saumon, du Roquefort, du fromage rapé, du kale ou du choux haché. 
695;148;1;Décortiquez vos crevettes et reservez. Puis faites trempez vos tagliatelles pendant 10 minutes dans de l'eau froide.
696;148;2;Pendant ce temps, épluchez et émincez l'oignon. Puis épluchez et pressez la gousse d'ail. Faites-les revenir à feu doux avec de l'huile de sésame. Une fois cuits, ajoutez la crème de soja, la pate de curry, le gingembre, les pousses de bambous et sel selon vos gouts.
697;148;3;Mélangez la préparation, puis ajoutez l'ecorce de citron rapé et son jus. 
698;148;4;Versez ensuite les crevettes et faites-les cuire quelques minutes pour qu'elles s'impregnent bien.
699;148;5;Ajoutez les tagliatelles bien égouttées et mélangez. Quand la préparation est crémeuse, servez aussitot avec un peu de persil frais sur le dessus.
700;148;6;Ajoutez le citron avec parcimonie et goutez au fur et à mesure.
701;149;1;Dans un récipient versez l'oeuf, l'huile d'olive et le sel. Fouettez puis ajoutez la farine et l'eau tiède. Mélangez et petrissez la pate jusqu'à ce qu'elle soit bien homogène.
702;149;2;Coupez le brocolis en bouquets et faites-les cuire à la vapeur pendant 15 minutes. Ensuite ecrasez les légumes avec le dos d'une fourchette.
703;149;3;Ajoutez alors la crème et la gousse d'ail épluchée et pressée. Mélangez et assaisonnez en sel. 
704;149;4;Abaissez la pate au rouleau à patisserie sur une épaisseur de 3-5 mm. Avec un emporte-pièce de 9cmø, découpez des ronds de pate. Au centre disposez 1 c. à café de préparation au brocolis et ajoutez un morceau de fromage. Refermez votre empanadas et sceller celui-ci avec les dents d'une fourchette.
705;149;5;Badigeonnez de jaune d'oeuf ou de lait et enfournez à 200°C pendant 15 minutes. Dégsutez aussitot.
706;149;6;Il est possible de remplacer le fromage a raclette par de la mozzarella, de la feta, du fromage de chèvre ou du reblochon.
707;150;1;Versez de l'eau dans uen casserole avec le bouillon de légume et laissez infuser. Ajoutez ensuite le riz et faites-le cuire sur feu doux.
708;150;2;Versez les bouquets de chou-fleur dans une grande poele avec un fond d'huile d'olive pour les faire dorer. Ajoutez ensuite un fond d'eau et couvrez la poele. Faites cuire les bouquets jusqu'à ce qu'ils soient fondants et reservez.
709;150;3;Dans un faitout ou poele versez le lait de coco, avec le beurre de cacahuète, une pincée de sel et le sucre complet. Mélangez sur feu doux et assaisonnez selon vos gouts avec le curry, cumin et gingembre en poudre. N'hésitez pas à assaisonnez surtout pour donner du gout ! Laissez mijoter sur feu doux jusqu'à obtenir uen sauce plsu crémeuse.
710;150;4;Ajoutez alors les bouquets de chou-fleur cuit et mélangez pour bien les impregner de sauce.
711;150;5;Enfin dressez vos assiettes avec le riz, et vos légumes. Coupez un peu de ciboulette dessus et savourez aussitpit !
712;150;6;Les choux-fleurx peuvent etre remplacés par du chou romanesco, du poulet, du tempeh, des pois chiches ou du tofu.
713;151;1;Épluchez et émincez l'oignon. Coupez les pieds des champignons et taillez-les en lamelles. Puis épluchez et pressez la gousse d'ail. Ajoutez ces ingrédients dans un faitout avec de l'huile d'olive et faites-les dorer jusqu'à ce qu'ils soient fondants.
714;151;2;En meme temps faites bouillir l'eau avec le bouillon de légumes et mélangez.
715;151;3;Ajoutez les flocons d'avoine et de pois chiches dans le faitout. Mélangez et laissez-les s'impregner de la saveur des autres ingrédients.
716;151;4;Comme un risotto ajoutez le bouillon louche par louche dans le faitout en veillant à ce que le bouillon s'evapore entre chaque ajout. Le bouillon une fois terminé, vous devez avoir un porridge bien crémeux.
717;151;5;Ajoutez alors la crème, les épices et le sel selon vos gouts. Laissez mijoter pour faire réduire un peu la crème. Réservez.
718;151;6;Coupez le poulet en morceaux et faites-le revenir avec de l'huile d'olive. Une fois doré, ajoutez la moutarde, la crème et la levure maltée. Mélangez sur feu doux pour que la viande s'imprègne bien.
719;151;7;Dans une assiette creuse, servez le porridge salé avec les morceaux de poulet sur le dessus et régalez-vous.
720;151;8;N'hésitez pas à varier les saveurs en remplaçant les flocons d'avoine et pois chiches par d'autres flocons de céréales ou légumineuses.
721;152;1;Coupez le tempeh en batonnets et versez-le dans une marinade composée de sauce soja et de vinaigre balsamique. Laissez-le minimum 2H et pas plus d'une journée.
722;152;2;Coupez la base des choux et champignon et coupez-les ensuite en 2 ou 4. Rincez-les sous l'eau claire si besoin. Faites-les revenir dans un faitout avec de l'huile de sésame et le surplus de marinade du tempeh.
723;152;3;Les légumes une fois cuit, versez-les dans 2 assiettes creuses et gardez le jus de cuisson. Réservez.Dans la meme poele, faites cuire le tempeh pour qu'il soit bien doré sur chaque face et disposez-le dans les assiettes creuses.
724;152;4;Pour le bouillon faites chauffer simplement de l'eau avec une bonne c. à café de miso d'orge et le bouillon de poule. Faites bouillir le bouillon et versez les tagliatelles de riz complet, puis faites-les cuire 4 minutes (voir paquet).
